tweet_id,tweet_date,source,text,rating_numerator,rating_denominator,name,favorite_count,favorited,full_text,id,retweet_count,retweeted,breed,confidence,stage,gender
889278841981685760,2017-07-24 00:19:32,iPhone,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,13.0,13.0,Oliver,23815.0,False,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,8.892788419816858e+17,4905.0,False,whippet,0.626152,,male
888917238123831296,2017-07-23 00:22:39,iPhone,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,12.0,12.0,Jim,27525.0,False,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,8.889172381238313e+17,4142.0,False,golden_retriever,0.714719,,male
888804989199671297,2017-07-22 16:56:37,iPhone,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,13.0,13.0,Zeke,,,,,,,golden_retriever,0.46976,,male
888554962724278272,2017-07-22 00:23:06,iPhone,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,13.0,13.0,Ralphus,18682.0,False,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,8.885549627242783e+17,3206.0,False,Siberian_husky,0.700377,,male
888078434458587136,2017-07-20 16:49:33,iPhone,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,12.0,12.0,Gerald,20584.0,False,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,8.880784344585871e+17,3182.0,False,French_bulldog,0.995026,,male
887705289381826560,2017-07-19 16:06:48,iPhone,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,13.0,13.0,Jeffrey,28568.0,False,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,8.877052893818266e+17,4944.0,False,basset,0.821664,,male
887473957103951883,2017-07-19 00:47:34,iPhone,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,13.0,13.0,Canela,,,,,,,Pembroke,0.809197,,female
887343217045368832,2017-07-18 16:08:03,iPhone,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,13.0,13.0,None,31814.0,False,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,8.873432170453688e+17,9619.0,False,Mexican_hairless,0.330741,,NaN
887101392804085760,2017-07-18 00:07:08,iPhone,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,12.0,12.0,None,28948.0,False,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,8.871013928040858e+17,5479.0,False,Samoyed,0.733942,,NaN
886983233522544640,2017-07-17 16:17:36,iPhone,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,13.0,13.0,Maya,33082.0,False,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,8.869832335225446e+17,7064.0,False,Chihuahua,0.793469,,female
886736880519319552,2017-07-16 23:58:41,iPhone,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",13.0,13.0,Mingus,11345.0,False,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",8.867368805193196e+17,2960.0,False,kuvasz,0.309706,,male
886366144734445568,2017-07-15 23:25:31,iPhone,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,12.0,12.0,Roscoe,19991.0,False,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,8.863661447344456e+17,2909.0,False,French_bulldog,0.999201,pupper,NaN
886258384151887873,2017-07-15 16:17:19,iPhone,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,13.0,13.0,Waffles,,,,,,,pug,0.943575,,male
885984800019947520,2017-07-14 22:10:11,iPhone,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,12.0,12.0,Jimbo,30801.0,False,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,8.859848000199475e+17,6180.0,False,Blenheim_spaniel,0.972494,,male
885528943205470208,2017-07-13 15:58:47,iPhone,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,13.0,13.0,Maisey,33999.0,False,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,8.855289432054702e+17,5875.0,False,pug,0.369275,,female
885167619883638784,2017-07-12 16:03:00,iPhone,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,13.0,13.0,None,20699.0,False,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,8.851676198836388e+17,4023.0,False,malamute,0.8124819999999999,,NaN
884925521741709313,2017-07-12 00:01:00,iPhone,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",12.0,12.0,Earl,,,,,,,Italian_greyhound,0.259916,,male
884876753390489601,2017-07-11 20:47:12,iPhone,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,13.0,13.0,Lola,,,,,,,chow,0.822103,,female
884562892145688576,2017-07-11 00:00:02,iPhone,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,13.0,13.0,Kevin,22957.0,False,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,8.845628921456886e+17,4323.0,False,pug,0.5464060000000001,,male
884441805382717440,2017-07-10 15:58:53,iPhone,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",14.0,14.0,None,25578.0,False,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",8.844418053827174e+17,5233.0,False,Pembroke,0.993225,,NaN
884162670584377345,2017-07-09 21:29:42,iPhone,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,12.0,12.0,Yogi,,,,,,,German_shepherd,0.707046,doggo,male
883838122936631299,2017-07-09 00:00:04,iPhone,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,12.0,12.0,Noah,,,,,,,Doberman,0.610946,,male
883482846933004288,2017-07-08 00:28:19,iPhone,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",13.5,5.0,Bella,43349.0,False,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",8.834828469330043e+17,9082.0,False,golden_retriever,0.943082,,female
883360690899218434,2017-07-07 16:22:55,iPhone,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,13.0,13.0,Grizzwald,,,,,,,chow,0.987997,floofer,male
883117836046086144,2017-07-07 00:17:54,iPhone,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",13.0,13.0,None,35084.0,False,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",8.831178360460861e+17,6104.0,False,golden_retriever,0.949562,,NaN
882992080364220416,2017-07-06 15:58:11,iPhone,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,13.0,13.0,Rusty,22589.0,False,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,8.829920803642204e+17,3580.0,False,Eskimo_dog,0.466778,,male
882762694511734784,2017-07-06 00:46:41,iPhone,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,12.0,12.0,Gus,26733.0,False,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,8.827626945117348e+17,4501.0,False,Labrador_retriever,0.85005,pupper,male
882627270321602560,2017-07-05 15:48:34,iPhone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,13.0,13.0,Stanley,26440.0,False,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,8.826272703216026e+17,5588.0,False,Pembroke,0.542982,,male
882268110199369728,2017-07-04 16:01:23,iPhone,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,13.0,13.0,Alfy,42414.0,False,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,8.822681101993697e+17,10658.0,False,golden_retriever,0.762211,,male
882045870035918850,2017-07-04 01:18:17,iPhone,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",13.0,13.0,Koko,,,,,,,golden_retriever,0.00694063,,female
881906580714921986,2017-07-03 16:04:48,iPhone,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,12.0,12.0,Rey,,,,,,,Weimaraner,0.291539,,male
881666595344535552,2017-07-03 00:11:11,iPhone,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,13.0,13.0,Gary,47879.0,False,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,8.816665953445356e+17,9832.0,False,Saluki,0.529012,,male
881536004380872706,2017-07-02 15:32:16,iPhone,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",14.0,14.0,None,,,,,,,Samoyed,0.281463,pupper,NaN
880872448815771648,2017-06-30 19:35:32,iPhone,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,12.0,12.0,None,20134.0,False,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,8.808724488157716e+17,3524.0,False,Pembroke,0.791416,,NaN
880465832366813184,2017-06-29 16:39:47,iPhone,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,12.0,12.0,Bella,26953.0,False,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,8.804658323668132e+17,5739.0,False,golden_retriever,0.913255,,female
880221127280381952,2017-06-29 00:27:25,iPhone,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,12.0,12.0,Jesse,25543.0,False,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,8.80221127280382e+17,3840.0,False,Chihuahua,0.238525,,male
880095782870896641,2017-06-28 16:09:20,iPhone,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,11.0,11.0,None,,,,,,,miniature_pinscher,0.120298,,NaN
879862464715927552,2017-06-28 00:42:13,iPhone,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,13.0,13.0,Romeo,21146.0,False,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,8.798624647159276e+17,3224.0,False,basset,0.813507,,male
879492040517615616,2017-06-27 00:10:17,iPhone,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,12.0,12.0,Bailey,22202.0,False,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,8.794920405176156e+17,2932.0,False,German_short-haired_pointer,0.479896,,male
879415818425184262,2017-06-26 19:07:24,iPhone,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,13.0,13.0,Duddles,,,,,,,English_springer,0.383404,,male
879376492567855104,2017-06-26 16:31:08,iPhone,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,12.0,12.0,Jack,15906.0,False,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,8.793764925678551e+17,2884.0,False,Labrador_retriever,0.0334961,,male
879008229531029506,2017-06-25 16:07:47,iPhone,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,13.0,13.0,Beau,,,,,,,vizsla,0.960513,,male
878776093423087618,2017-06-25 00:45:22,iPhone,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,13.0,13.0,Snoopy,,,,,,,Italian_greyhound,0.734684,puppo,male
878281511006478336,2017-06-23 16:00:04,iPhone,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",13.0,13.0,Shadow,7319.0,False,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",8.782815110064783e+17,1185.0,False,basset,0.32042,,male
878057613040115712,2017-06-23 01:10:23,iPhone,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,14.0,14.0,Emmy,39834.0,False,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,8.780576130401157e+17,6263.0,False,French_bulldog,0.839097,,female
877736472329191424,2017-06-22 03:54:17,iPhone,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,13.0,13.0,Aja,75200.0,False,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,8.777364723291914e+17,17489.0,False,Chesapeake_Bay_retriever,0.8379559999999999,,female
877556246731214848,2017-06-21 15:58:08,iPhone,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,12.0,12.0,Penny,21511.0,False,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,8.775562467312148e+17,3509.0,False,basset,0.995368,,female
877316821321428993,2017-06-21 00:06:44,iPhone,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",13.0,13.0,Dante,,,,,,,Saluki,0.5099670000000001,,male
877201837425926144,2017-06-20 16:29:50,iPhone,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,12.0,12.0,Nelly,25670.0,False,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,8.772018374259261e+17,5155.0,False,Pembroke,0.93112,,male
876838120628539392,2017-06-19 16:24:33,iPhone,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,12.0,12.0,Ginger,19590.0,False,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,8.768381206285394e+17,3075.0,False,bloodhound,0.575751,pupper,female
876484053909872640,2017-06-18 16:57:37,iPhone,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,13.0,13.0,Benedict,17782.0,False,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,8.764840539098726e+17,2196.0,False,golden_retriever,0.874566,,male
876120275196170240,2017-06-17 16:52:05,iPhone,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",13.0,13.0,Venti,26518.0,False,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",8.761202751961702e+17,4310.0,False,Bernese_mountain_dog,0.534327,,female
875747767867523072,2017-06-16 16:11:53,iPhone,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",13.0,13.0,Goose,23850.0,False,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",8.757477678675231e+17,3945.0,False,Labrador_retriever,0.799551,,male
875144289856114688,2017-06-15 00:13:52,iPhone,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,13.0,13.0,Nugget,20760.0,False,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,8.751442898561147e+17,4540.0,False,Siberian_husky,0.245048,,NaN
875021211251597312,2017-06-14 16:04:48,iPhone,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,12.0,12.0,None,24176.0,False,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,8.750212112515973e+17,4372.0,False,West_Highland_white_terrier,0.7143189999999999,,NaN
874680097055178752,2017-06-13 17:29:20,iPhone,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,12.0,12.0,Cash,26391.0,False,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,8.746800970551788e+17,4279.0,False,Labrador_retriever,0.836052,,male
874296783580663808,2017-06-12 16:06:11,iPhone,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,13.0,13.0,Jed,24706.0,False,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,8.742967835806638e+17,3802.0,False,cocker_spaniel,0.437216,pupper,male
874057562936811520,2017-06-12 00:15:36,iPhone,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 https://t.co/pwY9PQhtP2",12.0,12.0,None,21553.0,False,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 https://t.co/pwY9PQhtP2",8.740575629368115e+17,3683.0,False,flat-coated_retriever,0.8321770000000001,,NaN
874012996292530176,2017-06-11 21:18:31,iPhone,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V",13.0,13.0,Sebastian,32621.0,False,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V",8.740129962925302e+17,9528.0,False,Cardigan,0.806674,puppo,male
873580283840344065,2017-06-10 16:39:04,iPhone,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly https://t.co/mNuMH9400n",13.0,13.0,None,,,,,,,Newfoundland,0.678537,,NaN
873213775632977920,2017-06-09 16:22:42,iPhone,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ",12.0,12.0,Sierra,6807.0,False,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ",8.732137756329779e+17,1476.0,False,vizsla,0.6197819999999999,pupper,female
872967104147763200,2017-06-09 00:02:31,iPhone,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo https://t.co/EMYIdoblMR,12.0,12.0,None,25956.0,False,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo https://t.co/EMYIdoblMR,8.729671041477632e+17,5041.0,False,Labrador_retriever,0.476913,doggo,male
